transaction_id;customer_id;date;time;amount;category;city;payment_method
12358;100017;01/03/2026;22:16:35;36640.65;Travel;Recife;Digital Wallet
14174;100201;01/03/2026;23:48:23;90.75;Transport;Fortaleza;Credit Card
12951;100100;01/04/2026;00:16:03;586.7;Online Shopping;Fortaleza;Digital Wallet
12741;100076;01/04/2026;00:25:54;150.05;Transport;Belo Horizonte;Credit Card
14383;100193;01/04/2026;00:34:46;881.23;Online Shopping;Sao Paulo;Bank Transfer
14297;100218;01/04/2026;02:05:33;97.28;Restaurant;Belo Horizonte;Debit Card
13953;100115;01/04/2026;02:16:49;282.8;Groceries;Salvador;Bank Transfer
13967;100212;01/04/2026;02:35:52;539.17;Entertainment;Curitiba;Pix
14555;100059;01/04/2026;02:47:06;226.78;Fuel;Sao Paulo;Credit Card
13975;100023;01/04/2026;03:24:51;116.7;Pharmacy;Recife;Digital Wallet
12352;100095;01/04/2026;03:41:04;1669.95;Electronics;Curitiba;Pix
13375;100071;01/04/2026;05:46:57;263.43;Utilities;Porto Alegre;Credit Card
14335;100020;01/04/2026;05:54:46;98.05;Pharmacy;Porto Alegre;Credit Card
14453;100050;02/01/2026;00:26:30;86.09;Groceries;Campinas;Debit Card
13729;100151;02/01/2026;00:37:23;489.53;Utilities;Rio de Janeiro;Debit Card
12532;100062;02/01/2026;01:22:15;73.75;Transport;Porto Alegre;Bank Transfer
14815;100186;02/01/2026;02:57:59;1510.88;Electronics;Campinas;Debit Card
14656;100105;02/01/2026;03:52:03;190.56;Fuel;Recife;Debit Card
14779;100166;02/01/2026;04:34:52;1742.28;Travel;Curitiba;Debit Card
12926;100106;02/01/2026;06:33:52;292.47;Fuel;Belo Horizonte;Pix
14024;100025;02/01/2026;07:21:54;60.74;Pharmacy;Rio de Janeiro;Credit Card
13253;100214;02/01/2026;09:40:54;3868.84;Travel;Sao Paulo;Pix
13805;100009;02/01/2026;11:26:30;1112.45;Electronics;Rio de Janeiro;Pix
14618;100204;02/01/2026;11:55:26;355.82;Entertainment;Salvador;Credit Card
13785;100049;02/01/2026;12:28:23;16519.28;Travel;Salvador;Debit Card
14623;100174;02/01/2026;12:44:57;1589.64;Entertainment;Curitiba;Pix
12891;100015;02/01/2026;12:54:42;125.36;Transport;Brasilia;Bank Transfer
13689;100061;02/01/2026;13:26:47;229.23;Restaurant;Rio de Janeiro;Digital Wallet
12595;100085;02/01/2026;14:41:23;272.39;Fuel;Campinas;Digital Wallet
13962;100058;02/01/2026;15:15:01;1224.69;Online Shopping;Curitiba;Debit Card
14666;100058;02/01/2026;15:41:38;206.93;Entertainment;Recife;Pix
14843;100048;02/01/2026;16:15:13;125.64;Transport;Rio de Janeiro;Digital Wallet
13072;100141;02/01/2026;19:06:33;93.5;Groceries;Sao Paulo;Credit Card
13706;100114;02/01/2026;20:02:22;701.1;Online Shopping;Sao Paulo;Bank Transfer
13220;100095;02/01/2026;21:08:55;190.35;Entertainment;Brasilia;Credit Card
13095;100095;02/02/2026;00:02:08;201.21;Utilities;Belo Horizonte;Bank Transfer
12404;100191;02/02/2026;02:17:49;1081.32;Online Shopping;Brasilia;Pix
13310;100163;02/02/2026;03:20:21;164.9;Fuel;Brasilia;Pix
12560;100140;02/02/2026;03:25:19;213.13;Fuel;Porto Alegre;Bank Transfer
13469;100146;02/02/2026;03:38:26;276.49;Fuel;Sao Paulo;Pix
14719;100079;02/02/2026;04:27:57;258.98;Pharmacy;Curitiba;Digital Wallet
13558;100175;02/02/2026;04:52:35;43.94;Groceries;Campinas;Credit Card
13160;100152;02/02/2026;07:04:19;237.79;Groceries;Brasilia;Credit Card
12383;100219;02/02/2026;07:05:40;206.72;Fuel;Fortaleza;Bank Transfer
13648;100083;02/02/2026;10:26:35;153.42;Entertainment;Belo Horizonte;Debit Card
13922;100158;02/02/2026;11:46:42;99.18;Pharmacy;Curitiba;Debit Card
14401;100200;02/02/2026;11:59:33;1219.76;Electronics;Salvador;Pix
14089;100119;02/02/2026;12:32:01;144.24;Groceries;Curitiba;Digital Wallet
14033;100152;02/02/2026;12:32:17;6216.51;Travel;Belo Horizonte;Pix
14360;100081;02/02/2026;12:49:17;213.85;Entertainment;Salvador;Credit Card
14636;100139;02/02/2026;13:00:09;657.73;Utilities;Recife;Digital Wallet
12426;100091;02/02/2026;13:07:46;426.18;Online Shopping;Porto Alegre;Pix
14553;100201;02/02/2026;16:45:40;1737.92;Travel;Curitiba;Credit Card
14217;100089;02/02/2026;18:11:52;132.78;Pharmacy;Sao Paulo;Credit Card
14562;100027;02/02/2026;18:14:02;310.41;Fuel;Brasilia;Debit Card
13496;100156;02/02/2026;21:23:21;99.7;Pharmacy;Recife;Debit Card
12978;100203;02/03/2026;02:00:04;210.65;Entertainment;Porto Alegre;Credit Card
12855;100172;02/03/2026;02:35:04;180.6;Entertainment;Sao Paulo;Digital Wallet
12607;100214;02/03/2026;03:46:34;170.69;Groceries;Sao Paulo;Pix
13150;100149;02/03/2026;04:08:22;110.87;Groceries;Belo Horizonte;Pix
13814;100101;02/03/2026;04:15:48;292.65;Restaurant;Brasilia;Bank Transfer
14378;100121;02/03/2026;05:50:31;485.38;Utilities;Rio de Janeiro;Debit Card
13772;100192;02/03/2026;06:20:26;40.17;Transport;Belo Horizonte;Digital Wallet
12764;100168;02/03/2026;07:11:17;622.29;Online Shopping;Campinas;Digital Wallet
14128;100163;02/03/2026;07:17:27;421.73;Utilities;Rio de Janeiro;Bank Transfer
14304;100160;02/03/2026;07:32:27;181.37;Groceries;Salvador;Bank Transfer
13888;100042;02/03/2026;07:49:42;1213.93;Electronics;Brasilia;Digital Wallet
14603;100034;02/03/2026;09:26:53;342.55;Entertainment;Porto Alegre;Pix
12786;100150;02/03/2026;12:32:07;418.74;Entertainment;Campinas;Credit Card
13325;100086;02/03/2026;13:21:53;123.16;Fuel;Curitiba;Credit Card
13940;100080;02/03/2026;13:42:28;298.1;Utilities;Rio de Janeiro;Digital Wallet
12757;100138;02/03/2026;15:05:25;1324.74;Online Shopping;Campinas;Debit Card
12621;100132;02/03/2026;16:58:13;590.88;Online Shopping;Brasilia;Credit Card
12442;100150;02/03/2026;17:26:21;2183.29;Travel;Brasilia;Credit Card
14287;100111;02/03/2026;18:00:10;55.89;Transport;Rio de Janeiro;Debit Card
13759;100052;02/03/2026;18:18:27;61.52;Pharmacy;Porto Alegre;Digital Wallet
14129;100017;02/03/2026;18:32:58;90.21;Pharmacy;Porto Alegre;Pix
12937;100189;02/03/2026;18:43:19;253.29;Pharmacy;Fortaleza;Debit Card
12368;100147;02/03/2026;19:12:06;114.51;Entertainment;Brasilia;Debit Card
14153;100110;02/03/2026;19:24:20;344.13;Online Shopping;Campinas;Credit Card
14225;100005;02/03/2026;19:59:29;5286.76;Travel;Campinas;Credit Card
13935;100076;02/03/2026;20:20:08;3915.32;Travel;Fortaleza;Bank Transfer
13918;100024;02/03/2026;20:26:54;5134.36;Travel;Rio de Janeiro;Credit Card
12482;100108;02/03/2026;20:49:23;398.5;Utilities;Rio de Janeiro;Credit Card
12923;100008;02/03/2026;20:55:34;356.06;Groceries;Salvador;Pix
12753;100122;02/03/2026;21:57:42;93.55;Pharmacy;Porto Alegre;Bank Transfer
13919;100220;02/03/2026;21:57:57;170.73;Entertainment;Sao Paulo;Pix
14267;100072;02/03/2026;22:04:37;62.77;Transport;Recife;Credit Card
12598;100156;02/03/2026;23:51:42;2277.59;Electronics;Recife;Digital Wallet
14612;100041;03/01/2026;01:02:34;303.87;Restaurant;Campinas;Debit Card
14828;100008;03/01/2026;01:10:42;257.74;Fuel;Porto Alegre;Pix
13786;100025;03/01/2026;01:17:02;1761.4;Electronics;Porto Alegre;Digital Wallet
14552;100044;03/01/2026;02:34:03;202.23;Pharmacy;Brasilia;Pix
13999;100200;03/01/2026;02:44:25;219.92;Online Shopping;Porto Alegre;Digital Wallet
13169;100216;03/01/2026;03:31:43;325.39;Online Shopping;Salvador;Debit Card
13216;100095;03/01/2026;04:33:27;97.33;Transport;Campinas;Credit Card
14536;100156;03/01/2026;04:59:43;1281.32;Electronics;Curitiba;Credit Card
12455;100113;03/01/2026;05:09:26;225.11;Pharmacy;Fortaleza;Bank Transfer
12592;100042;03/01/2026;05:21:50;520.23;Online Shopping;Porto Alegre;Debit Card
14050;100159;03/01/2026;05:43:05;2173.86;Travel;Rio de Janeiro;Bank Transfer
13910;100066;03/01/2026;06:24:51;352.58;Utilities;Rio de Janeiro;Bank Transfer
13247;100067;03/01/2026;06:25:07;32.59;Pharmacy;Recife;Digital Wallet
13177;100139;03/01/2026;07:27:56;2646.29;Electronics;Fortaleza;Digital Wallet
12424;100177;03/01/2026;08:18:14;623.69;Online Shopping;Brasilia;Bank Transfer
14567;100048;03/01/2026;08:44:33;142.48;Restaurant;Belo Horizonte;Credit Card
13487;100100;03/01/2026;10:09:22;66.92;Transport;Rio de Janeiro;Credit Card
14781;100085;03/01/2026;11:00:55;158.83;Groceries;Porto Alegre;Bank Transfer
13631;100004;03/01/2026;11:16:56;284.15;Online Shopping;Recife;Pix
12529;100115;03/01/2026;14:13:53;136.17;Entertainment;Sao Paulo;Credit Card
13607;100152;03/01/2026;15:01:41;4278.81;Travel;Curitiba;Digital Wallet
14355;100063;03/01/2026;15:52:00;669.59;Utilities;Belo Horizonte;Digital Wallet
13791;100140;03/01/2026;16:53:43;325.17;Fuel;Curitiba;Digital Wallet
13698;100219;03/01/2026;18:24:28;85.59;Entertainment;Recife;Bank Transfer
13402;100189;03/01/2026;18:27:54;1223.69;Travel;Belo Horizonte;Bank Transfer
14785;100041;03/01/2026;19:05:56;1231.43;Electronics;Campinas;Debit Card
14468;100022;03/01/2026;19:14:08;1450.3;Travel;Recife;Digital Wallet
14198;100207;03/01/2026;19:30:17;191.84;Entertainment;Curitiba;Debit Card
14822;100077;03/01/2026;20:17:40;64.64;Transport;Campinas;Digital Wallet
13252;100040;03/01/2026;20:37:15;434.86;Online Shopping;Brasilia;Bank Transfer
14573;100026;03/01/2026;20:53:48;165.92;Groceries;Sao Paulo;Debit Card
13156;100118;03/01/2026;21:22:19;173.18;Pharmacy;Rio de Janeiro;Debit Card
14163;100112;03/01/2026;21:32:39;337.63;Utilities;Salvador;Pix
13754;100188;03/01/2026;22:06:32;144.81;Restaurant;Sao Paulo;Credit Card
12736;100015;03/01/2026;22:30:00;132.22;Restaurant;Campinas;Debit Card
13594;100050;03/01/2026;22:32:48;137.22;Entertainment;Sao Paulo;Digital Wallet
14157;100142;03/01/2026;23:37:20;2073.03;Electronics;Curitiba;Debit Card
13214;100097;03/01/2026;23:41:39;295.72;Entertainment;Curitiba;Credit Card
14678;100046;03/01/2026;23:44:58;270.39;Electronics;Porto Alegre;Pix
14162;100039;03/01/2026;23:48:17;1778.58;Travel;Campinas;Bank Transfer
12462;100060;03/02/2026;03:00:57;1126.3;Online Shopping;Porto Alegre;Bank Transfer
12652;100128;03/02/2026;03:09:45;60.02;Transport;Porto Alegre;Debit Card
14227;100059;03/02/2026;06:33:14;82.89;Entertainment;Porto Alegre;Bank Transfer
13928;100117;03/02/2026;08:50:23;805.79;Pharmacy;Salvador;Digital Wallet
14046;100002;03/02/2026;10:56:34;147.89;Pharmacy;Belo Horizonte;Debit Card
12907;100026;03/02/2026;11:35:16;942.98;Electronics;Salvador;Digital Wallet
14469;100167;03/02/2026;11:52:56;171.62;Pharmacy;Salvador;Pix
12744;100172;03/02/2026;12:15:44;560.03;Electronics;Brasilia;Credit Card
14671;100169;03/02/2026;13:12:35;195.09;Entertainment;Campinas;Bank Transfer
14660;100136;03/02/2026;13:53:47;174.69;Restaurant;Rio de Janeiro;Credit Card
13647;100099;03/02/2026;15:38:19;1655.0;Travel;Recife;Credit Card
12422;100047;03/02/2026;16:17:56;831.39;Online Shopping;Curitiba;Pix
12675;100064;03/02/2026;17:55:52;134.56;Fuel;Sao Paulo;Bank Transfer
14767;100027;03/02/2026;19:06:39;1095.99;Online Shopping;Brasilia;Pix
12803;100165;03/02/2026;20:03:06;248.99;Restaurant;Brasilia;Pix
13708;100113;03/02/2026;21:08:14;79.97;Transport;Porto Alegre;Pix
14168;100090;03/02/2026;21:10:10;111.92;Restaurant;Porto Alegre;Pix
14763;100045;03/02/2026;21:10:15;59.82;Restaurant;Campinas;Digital Wallet
12800;100128;03/02/2026;22:12:22;214.93;Restaurant;Campinas;Debit Card
14380;100212;03/02/2026;22:59:26;39.48;Transport;Rio de Janeiro;Debit Card
12622;100145;03/02/2026;23:59:37;183.36;Restaurant;Belo Horizonte;Credit Card
13632;100219;03/03/2026;00:00:31;318.95;Groceries;Campinas;Pix
12889;100163;03/03/2026;01:27:05;78.79;Groceries;Rio de Janeiro;Debit Card
14558;100054;03/03/2026;01:39:13;367.09;Utilities;Salvador;Credit Card
13622;100118;03/03/2026;03:33:28;54.03;Transport;Porto Alegre;Credit Card
13823;100207;03/03/2026;04:21:54;760.66;Online Shopping;Fortaleza;Pix
13490;100068;03/03/2026;04:50:51;86.18;Restaurant;Recife;Debit Card
13537;100209;03/03/2026;05:08:47;2981.55;Travel;Belo Horizonte;Debit Card
13546;100146;03/03/2026;07:03:20;112.78;Entertainment;Sao Paulo;Digital Wallet
14466;100191;03/03/2026;07:27:07;54.84;Transport;Sao Paulo;Debit Card
12688;100024;03/03/2026;08:08:37;87.53;Pharmacy;Sao Paulo;Debit Card
13404;100073;03/03/2026;08:21:08;3878.52;Travel;Fortaleza;Digital Wallet
14131;100140;03/03/2026;08:50:42;847.9;Electronics;Fortaleza;Pix
14300;100150;03/03/2026;09:28:50;234.12;Pharmacy;Rio de Janeiro;Debit Card
13520;100209;03/03/2026;10:15:03;71.06;Transport;Porto Alegre;Pix
14394;100140;03/03/2026;12:34:49;6023.75;Travel;Brasilia;Bank Transfer
12618;100049;03/03/2026;12:55:58;193.3;Entertainment;Fortaleza;Debit Card
12619;100004;03/03/2026;13:44:38;215.03;Restaurant;Curitiba;Credit Card
14796;100129;03/03/2026;13:53:20;744.86;Online Shopping;Brasilia;Digital Wallet
14571;100022;03/03/2026;14:26:50;351.55;Entertainment;Fortaleza;Credit Card
12427;100138;03/03/2026;14:46:37;139.87;Transport;Curitiba;Debit Card
14600;100152;03/03/2026;14:57:44;2293.02;Electronics;Sao Paulo;Credit Card
13478;100218;03/03/2026;15:16:13;22.21;Pharmacy;Porto Alegre;Pix
12469;100129;03/03/2026;15:47:55;189.43;Fuel;Belo Horizonte;Pix
14268;100058;03/03/2026;18:17:10;701.25;Online Shopping;Curitiba;Pix
14215;100177;03/03/2026;19:26:07;2724.84;Electronics;Campinas;Debit Card
13324;100080;03/03/2026;19:51:01;151.39;Pharmacy;Rio de Janeiro;Credit Card
12430;100004;03/03/2026;20:21:11;507.5;Entertainment;Porto Alegre;Bank Transfer
13473;100003;03/03/2026;21:32:43;6735.61;Travel;Fortaleza;Debit Card
13747;100030;03/03/2026;21:38:26;9947.39;Electronics;Recife;Debit Card
13920;100139;03/03/2026;21:47:53;2373.78;Electronics;Campinas;Credit Card
12375;100081;03/03/2026;22:58:54;197.97;Groceries;Sao Paulo;Digital Wallet
12925;100135;03/03/2026;23:14:51;194.19;Utilities;Porto Alegre;Pix
12795;100059;04/01/2026;00:32:10;91.42;Restaurant;Belo Horizonte;Debit Card
13978;100193;04/01/2026;01:03:35;52.09;Pharmacy;Fortaleza;Pix
13492;100071;04/01/2026;01:12:05;268.36;Restaurant;Belo Horizonte;Bank Transfer
12947;100199;04/01/2026;01:54:23;559.81;Utilities;Recife;Debit Card
13564;100122;04/01/2026;03:27:17;117.86;Restaurant;Sao Paulo;Debit Card
14097;100178;04/01/2026;04:36:30;174.4;Utilities;Porto Alegre;Pix
14591;100094;04/01/2026;05:03:04;875.52;Online Shopping;Sao Paulo;Digital Wallet
13916;100096;04/01/2026;06:21:01;2868.87;Fuel;Campinas;Pix
13992;100045;04/01/2026;07:19:24;853.23;Electronics;Sao Paulo;Digital Wallet
14098;100056;04/01/2026;07:31:27;211.24;Pharmacy;Recife;Bank Transfer
12440;100111;04/01/2026;08:14:43;2314.44;Electronics;Campinas;Pix
14299;100009;04/01/2026;08:20:10;268.77;Groceries;Sao Paulo;Credit Card
13429;100169;04/01/2026;11:59:59;103.23;Pharmacy;Rio de Janeiro;Bank Transfer
14493;100068;04/01/2026;12:29:03;68.38;Transport;Recife;Debit Card
14551;100191;04/01/2026;12:55:53;72.2;Transport;Brasilia;Debit Card
12413;100090;04/01/2026;13:12:53;54.98;Restaurant;Rio de Janeiro;Credit Card
13816;100019;04/01/2026;13:56:38;833.33;Electronics;Brasilia;Digital Wallet
13219;100108;04/01/2026;15:16:15;78.61;Transport;Recife;Debit Card
14437;100056;04/01/2026;16:11:11;138.26;Entertainment;Campinas;Debit Card
13713;100165;04/01/2026;16:38:50;2324.51;Travel;Porto Alegre;Debit Card
12527;100099;04/01/2026;16:59:06;214.07;Pharmacy;Salvador;Debit Card
13137;100036;04/01/2026;18:39:53;264.81;Utilities;Rio de Janeiro;Pix
13134;100042;04/01/2026;18:59:31;554.17;Utilities;Porto Alegre;Credit Card
13651;100106;04/01/2026;19:05:48;369.95;Online Shopping;Sao Paulo;Digital Wallet
13116;100181;04/01/2026;20:29:49;367.64;Online Shopping;Campinas;Digital Wallet
12898;100087;04/01/2026;21:07:16;268.72;Online Shopping;Brasilia;Digital Wallet
14188;100191;04/01/2026;22:13:40;2422.29;Utilities;Porto Alegre;Credit Card
14196;100088;04/02/2026;00:35:35;434.22;Entertainment;Salvador;Bank Transfer
13409;100009;04/02/2026;01:29:43;768.76;Electronics;Sao Paulo;Debit Card
12574;100177;04/02/2026;02:50:49;211.04;Groceries;Campinas;Bank Transfer
12750;100049;04/02/2026;03:18:19;1894.94;Travel;Fortaleza;Digital Wallet
14766;100096;04/02/2026;03:56:34;180.18;Groceries;Brasilia;Bank Transfer
14051;100093;04/02/2026;05:53:20;230.96;Entertainment;Rio de Janeiro;Digital Wallet
12861;100212;04/02/2026;05:56:40;29.02;Transport;Fortaleza;Debit Card
14411;100181;04/02/2026;07:05:53;1166.01;Electronics;Campinas;Debit Card
13302;100193;04/02/2026;07:20:29;419.49;Utilities;Recife;Credit Card
13756;100032;04/02/2026;08:04:04;2885.17;Travel;Recife;Debit Card
13483;100094;04/02/2026;09:28:42;4657.04;Travel;Belo Horizonte;Digital Wallet
12731;100145;04/02/2026;11:01:20;3573.72;Utilities;Salvador;Bank Transfer
14890;100025;04/02/2026;16:03:00;3289.03;Electronics;Campinas;Credit Card
14891;100025;04/02/2026;16:05:00;2675.84;Online Shopping;Campinas;Pix
14892;100025;04/02/2026;16:07:00;2470.79;Online Shopping;Campinas;Credit Card
14893;100025;04/02/2026;16:09:00;2672.04;Electronics;Sao Paulo;Pix
14894;100025;04/02/2026;16:11:00;1238.53;Online Shopping;Sao Paulo;Credit Card
13599;100111;04/02/2026;16:39:06;844.84;Online Shopping;Recife;Digital Wallet
12420;100124;04/02/2026;16:54:15;1172.91;Online Shopping;Recife;Digital Wallet
14674;100128;04/02/2026;17:55:29;4247.95;Travel;Sao Paulo;Pix
12617;100024;04/02/2026;18:43:38;447.05;Utilities;Curitiba;Credit Card
13526;100210;04/02/2026;21:42:23;366.99;Fuel;Salvador;Credit Card
13749;100109;04/02/2026;21:46:14;2250.38;Travel;Porto Alegre;Credit Card
12953;100107;04/02/2026;22:02:46;568.37;Electronics;Sao Paulo;Digital Wallet
12705;100031;04/02/2026;22:04:16;252.59;Groceries;Salvador;Bank Transfer
12439;100032;04/02/2026;22:34:31;657.11;Online Shopping;Porto Alegre;Bank Transfer
12678;100083;04/02/2026;22:57:43;312.25;Fuel;Porto Alegre;Digital Wallet
13303;100008;04/02/2026;23:37:43;1325.29;Travel;Curitiba;Credit Card
13290;100090;04/03/2026;00:19:36;124.53;Pharmacy;Sao Paulo;Bank Transfer
14410;100212;04/03/2026;01:30:10;87.26;Entertainment;Rio de Janeiro;Credit Card
13808;100186;04/03/2026;03:25:19;458.54;Electronics;Campinas;Pix
12627;100096;04/03/2026;03:31:01;42.28;Groceries;Campinas;Digital Wallet
13428;100120;04/03/2026;03:34:15;45.49;Transport;Brasilia;Credit Card
13056;100124;04/03/2026;04:05:09;1979.52;Electronics;Rio de Janeiro;Digital Wallet
13855;100156;04/03/2026;05:03:18;588.06;Utilities;Sao Paulo;Bank Transfer
13878;100161;04/03/2026;06:20:57;1555.91;Online Shopping;Rio de Janeiro;Debit Card
13106;100057;04/03/2026;07:56:27;73.06;Pharmacy;Brasilia;Digital Wallet
13096;100157;04/03/2026;08:00:00;1679.55;Travel;Belo Horizonte;Credit Card
14118;100126;04/03/2026;08:30:16;201.38;Groceries;Recife;Credit Card
12431;100123;04/03/2026;08:36:40;172.09;Pharmacy;Rio de Janeiro;Bank Transfer
12418;100166;04/03/2026;09:27:23;1732.96;Electronics;Sao Paulo;Bank Transfer
12809;100157;04/03/2026;09:56:26;174.74;Groceries;Belo Horizonte;Bank Transfer
13741;100051;04/03/2026;11:46:31;178.6;Fuel;Brasilia;Debit Card
14182;100077;04/03/2026;12:48:01;904.66;Electronics;Sao Paulo;Pix
13842;100107;04/03/2026;13:24:58;199.72;Groceries;Porto Alegre;Digital Wallet
14490;100098;04/03/2026;15:03:31;129.51;Pharmacy;Belo Horizonte;Debit Card
12669;100166;04/03/2026;15:08:11;51.02;Transport;Fortaleza;Debit Card
12813;100121;04/03/2026;16:15:21;1536.64;Online Shopping;Belo Horizonte;Credit Card
14052;100123;04/03/2026;16:34:47;857.21;Electronics;Brasilia;Pix
14068;100144;04/03/2026;16:38:56;70.36;Transport;Porto Alegre;Pix
13425;100174;04/03/2026;18:47:39;1108.14;Online Shopping;Curitiba;Digital Wallet
13237;100168;04/03/2026;19:47:51;123.17;Transport;Rio de Janeiro;Pix
12857;100159;04/03/2026;20:21:39;165.85;Pharmacy;Curitiba;Pix
12372;100193;04/03/2026;21:13:55;145.42;Restaurant;Belo Horizonte;Bank Transfer
12499;100111;04/03/2026;22:42:19;47.5;Pharmacy;Porto Alegre;Digital Wallet
